Ticket ID,Ticket Type,Ticket Priority,Ticket Status,Ticket Channel,Cluster,Country,Average_First_Response_Minutes,Customer Satisfaction Rating
3470,Technical issue,Critical,Open,Email,Delivery problem,Other,30,0.0
3471,Billing inquiry,Critical,Closed,Chat,Installation support,USA,30,3.0
3472,Product inquiry,Low,Open,Phone,Software bug,Other,30,0.0
3473,Technical issue,Critical,Open,Email,Product recommendation,Other,30,0.0
3474,Product inquiry,Critical,Closed,Chat,Product compatibility,Other,30,5.0
3475,Refund request,High,Open,Social media,Account access,UK,30,0.0
3476,Billing inquiry,High,Open,Email,Product setup,USA,30,0.0
3477,Billing inquiry,Low,Closed,Email,Data loss,Germany,30,3.0
3478,Refund request,Critical,Closed,Phone,Payment issue,UK,30,5.0
3479,Refund request,Critical,Closed,Social media,Software bug,Other,30,5.0
3480,Cancellation request,Medium,Closed,Social media,Battery life,Japan,30,1.0
3481,Technical issue,High,Pending Customer Response,Email,Payment issue,UK,30,0.0
3482,Cancellation request,Medium,Open,Phone,Account access,UK,30,0.0
3483,Billing inquiry,Critical,Pending Customer Response,Phone,Refund request,UK,30,0.0
3484,Technical issue,High,Closed,Social media,Display issue,Other,30,5.0
3485,Refund request,High,Pending Customer Response,Social media,Data loss,Germany,30,0.0
3486,Technical issue,Critical,Pending Customer Response,Email,Network problem,India,30,0.0
3487,Refund request,High,Open,Phone,Delivery problem,Other,30,0.0
3488,Billing inquiry,Medium,Pending Customer Response,Chat,Peripheral compatibility,Germany,30,0.0
3489,Billing inquiry,Low,Open,Social media,Peripheral compatibility,Germany,30,0.0
3490,Technical issue,Medium,Closed,Social media,Product compatibility,Other,30,2.0
3491,Product inquiry,Low,Pending Customer Response,Email,Product setup,USA,30,0.0
3492,Product inquiry,Medium,Pending Customer Response,Email,Software bug,Other,30,0.0
3493,Product inquiry,Medium,Pending Customer Response,Email,Software bug,Other,30,0.0
3494,Billing inquiry,Medium,Pending Customer Response,Chat,Network problem,India,30,0.0
3495,Billing inquiry,High,Pending Customer Response,Email,Product setup,USA,30,0.0
3496,Refund request,Critical,Open,Chat,Delivery problem,Other,30,0.0
3497,Refund request,High,Open,Phone,Hardware issue,Other,30,0.0
3498,Product inquiry,Critical,Pending Customer Response,Chat,Peripheral compatibility,Germany,30,0.0
3499,Technical issue,Critical,Pending Customer Response,Chat,Product compatibility,Other,30,0.0
3500,Technical issue,Low,Pending Customer Response,Email,Installation support,USA,30,0.0
3501,Technical issue,Medium,Open,Social media,Data loss,Germany,30,0.0
3502,Refund request,Critical,Pending Customer Response,Phone,Refund request,UK,30,0.0
3503,Cancellation request,Medium,Open,Social media,Account access,UK,30,0.0
3504,Cancellation request,Medium,Pending Customer Response,Phone,Peripheral compatibility,Germany,30,0.0
3505,Technical issue,Medium,Open,Social media,Delivery problem,Other,30,0.0
3506,Billing inquiry,Critical,Closed,Chat,Payment issue,UK,30,2.0
3507,Product inquiry,Medium,Pending Customer Response,Phone,Payment issue,UK,30,0.0
3508,Product inquiry,Medium,Pending Customer Response,Social media,Data loss,Germany,30,0.0
3509,Cancellation request,Medium,Open,Social media,Cancellation request,Other,30,0.0
3510,Refund request,Critical,Open,Chat,Product recommendation,Other,30,0.0
3511,Cancellation request,Low,Closed,Social media,Display issue,Other,30,5.0
3512,Technical issue,High,Pending Customer Response,Social media,Peripheral compatibility,Germany,30,0.0
3513,Technical issue,High,Closed,Social media,Delivery problem,Other,30,1.0
3514,Technical issue,Low,Closed,Phone,Peripheral compatibility,Germany,30,1.0
3515,Billing inquiry,Medium,Open,Phone,Delivery problem,Other,30,0.0
3516,Cancellation request,High,Pending Customer Response,Social media,Software bug,Other,30,0.0
3517,Technical issue,Medium,Pending Customer Response,Chat,Network problem,India,30,0.0
3518,Technical issue,Low,Pending Customer Response,Phone,Cancellation request,Other,30,0.0
3519,Technical issue,Critical,Closed,Phone,Payment issue,UK,30,2.0
3520,Billing inquiry,Critical,Closed,Chat,Product compatibility,Other,30,5.0
3521,Refund request,Critical,Open,Social media,Refund request,UK,30,0.0
3522,Billing inquiry,Medium,Open,Phone,Installation support,USA,30,0.0
3523,Technical issue,Low,Closed,Email,Data loss,Germany,30,2.0
3524,Product inquiry,Critical,Closed,Email,Network problem,India,30,5.0
3525,Cancellation request,High,Closed,Social media,Installation support,USA,30,4.0
3526,Refund request,Critical,Pending Customer Response,Chat,Account access,UK,30,0.0
3527,Technical issue,High,Closed,Social media,Data loss,Germany,30,5.0
3528,Product inquiry,Critical,Closed,Email,Battery life,Japan,30,2.0
3529,Refund request,Critical,Open,Social media,Hardware issue,Other,30,0.0
3530,Technical issue,Low,Open,Phone,Cancellation request,Other,30,0.0
3531,Technical issue,Low,Pending Customer Response,Social media,Product compatibility,Other,30,0.0
3532,Billing inquiry,Low,Closed,Phone,Product recommendation,Other,30,1.0
3533,Billing inquiry,High,Pending Customer Response,Chat,Product setup,USA,30,0.0
3534,Billing inquiry,High,Closed,Phone,Product compatibility,Other,30,1.0
3535,Billing inquiry,Low,Open,Chat,Cancellation request,Other,30,0.0
3536,Refund request,High,Open,Phone,Product compatibility,Other,30,0.0
3537,Billing inquiry,High,Pending Customer Response,Chat,Product recommendation,Other,30,0.0
3538,Billing inquiry,High,Open,Phone,Product compatibility,Other,30,0.0
3539,Billing inquiry,Low,Closed,Chat,Product recommendation,Other,30,3.0
3540,Technical issue,Critical,Pending Customer Response,Social media,Display issue,Other,30,0.0
3541,Product inquiry,Low,Closed,Email,Account access,UK,30,5.0
3542,Cancellation request,Critical,Closed,Email,Product compatibility,Other,30,3.0
3543,Product inquiry,Medium,Pending Customer Response,Phone,Battery life,Japan,30,0.0
3544,Cancellation request,High,Pending Customer Response,Phone,Battery life,Japan,30,0.0
3545,Cancellation request,Low,Closed,Social media,Cancellation request,Other,30,4.0
3546,Product inquiry,Medium,Closed,Social media,Software bug,Other,30,3.0
3547,Technical issue,Medium,Open,Phone,Product compatibility,Other,30,0.0
3548,Cancellation request,High,Pending Customer Response,Social media,Installation support,USA,30,0.0
3549,Refund request,Low,Closed,Phone,Peripheral compatibility,Germany,30,4.0
3550,Product inquiry,Medium,Pending Customer Response,Chat,Product recommendation,Other,30,0.0
3551,Technical issue,Medium,Pending Customer Response,Chat,Display issue,Other,30,0.0
3552,Technical issue,Critical,Closed,Chat,Cancellation request,Other,30,1.0
3553,Product inquiry,Low,Pending Customer Response,Social media,Account access,UK,30,0.0
3554,Cancellation request,Low,Closed,Chat,Battery life,Japan,30,5.0
3555,Billing inquiry,Medium,Open,Email,Product recommendation,Other,30,0.0
3556,Refund request,Medium,Open,Chat,Cancellation request,Other,30,0.0
3557,Refund request,Critical,Pending Customer Response,Social media,Display issue,Other,30,0.0
3558,Cancellation request,Low,Pending Customer Response,Phone,Display issue,Other,30,0.0
3559,Product inquiry,Critical,Closed,Social media,Refund request,UK,30,1.0
3560,Billing inquiry,Medium,Open,Email,Cancellation request,Other,30,0.0
3561,Cancellation request,High,Closed,Social media,Product setup,USA,30,5.0
3562,Refund request,Low,Open,Social media,Software bug,Other,30,0.0
3563,Product inquiry,High,Open,Chat,Refund request,UK,30,0.0
3564,Technical issue,High,Closed,Chat,Product compatibility,Other,30,1.0
3565,Refund request,High,Open,Chat,Cancellation request,Other,30,0.0
3566,Billing inquiry,Critical,Pending Customer Response,Social media,Hardware issue,Other,30,0.0
3567,Technical issue,Critical,Pending Customer Response,Social media,Product setup,USA,30,0.0
3568,Technical issue,Critical,Pending Customer Response,Email,Hardware issue,Other,30,0.0
3569,Product inquiry,Medium,Closed,Social media,Network problem,India,30,3.0
3570,Refund request,Low,Open,Phone,Display issue,Other,30,0.0
3571,Technical issue,Low,Open,Phone,Product compatibility,Other,30,0.0
3572,Billing inquiry,Low,Closed,Email,Delivery problem,Other,30,2.0
3573,Technical issue,Critical,Open,Email,Network problem,India,30,0.0
3574,Product inquiry,High,Open,Phone,Product recommendation,Other,30,0.0
3575,Technical issue,High,Pending Customer Response,Social media,Refund request,UK,30,0.0
3576,Refund request,Low,Closed,Email,Product recommendation,Other,30,5.0
3577,Refund request,Medium,Closed,Email,Software bug,Other,30,4.0
3578,Refund request,Medium,Pending Customer Response,Chat,Software bug,Other,30,0.0
3579,Cancellation request,Critical,Closed,Phone,Payment issue,UK,30,4.0
3580,Refund request,Critical,Closed,Chat,Cancellation request,Other,30,3.0
3581,Billing inquiry,Low,Pending Customer Response,Email,Product compatibility,Other,30,0.0
3582,Technical issue,Low,Closed,Chat,Peripheral compatibility,Germany,30,5.0
3583,Technical issue,High,Closed,Email,Refund request,UK,30,4.0
3584,Product inquiry,High,Pending Customer Response,Social media,Peripheral compatibility,Germany,30,0.0
3585,Billing inquiry,Critical,Closed,Phone,Refund request,UK,30,2.0
3586,Refund request,Low,Open,Phone,Payment issue,UK,30,0.0
3587,Cancellation request,Medium,Closed,Chat,Software bug,Other,30,5.0
3588,Refund request,Low,Pending Customer Response,Social media,Delivery problem,Other,30,0.0
3589,Refund request,High,Open,Social media,Data loss,Germany,30,0.0
3590,Refund request,Low,Closed,Email,Account access,UK,30,2.0
3591,Billing inquiry,Low,Pending Customer Response,Phone,Software bug,Other,30,0.0
3592,Refund request,Low,Closed,Phone,Payment issue,UK,30,2.0
3593,Billing inquiry,Critical,Pending Customer Response,Phone,Hardware issue,Other,30,0.0
3594,Product inquiry,Critical,Pending Customer Response,Email,Installation support,USA,30,0.0
3595,Billing inquiry,Low,Closed,Phone,Product compatibility,Other,30,5.0
3596,Product inquiry,Medium,Pending Customer Response,Phone,Battery life,Japan,30,0.0
3597,Refund request,High,Pending Customer Response,Social media,Installation support,USA,30,0.0
3598,Technical issue,Medium,Pending Customer Response,Phone,Data loss,Germany,30,0.0
3599,Cancellation request,High,Closed,Phone,Product setup,USA,30,5.0
3600,Cancellation request,High,Open,Email,Network problem,India,30,0.0
3601,Technical issue,Critical,Closed,Chat,Product setup,USA,30,5.0
3602,Cancellation request,Medium,Open,Email,Display issue,Other,30,0.0
3603,Technical issue,Critical,Open,Social media,Cancellation request,Other,30,0.0
3604,Refund request,Critical,Pending Customer Response,Phone,Peripheral compatibility,Germany,30,0.0
3605,Technical issue,Critical,Closed,Social media,Cancellation request,Other,30,3.0
3606,Product inquiry,High,Open,Phone,Data loss,Germany,30,0.0
3607,Billing inquiry,Medium,Open,Phone,Network problem,India,30,0.0
3608,Refund request,High,Open,Social media,Display issue,Other,30,0.0
3609,Product inquiry,Low,Open,Social media,Installation support,USA,30,0.0
3610,Billing inquiry,High,Closed,Social media,Product compatibility,Other,30,2.0
3611,Refund request,Medium,Pending Customer Response,Chat,Network problem,India,30,0.0
3612,Cancellation request,Low,Open,Phone,Display issue,Other,30,0.0
3613,Billing inquiry,Low,Pending Customer Response,Email,Payment issue,UK,30,0.0
3614,Product inquiry,Medium,Pending Customer Response,Chat,Network problem,India,30,0.0
3615,Technical issue,High,Open,Social media,Refund request,UK,30,0.0
3616,Technical issue,Medium,Open,Phone,Cancellation request,Other,30,0.0
3617,Refund request,High,Open,Phone,Cancellation request,Other,30,0.0
3618,Cancellation request,Low,Closed,Email,Battery life,Japan,30,1.0
3619,Refund request,Medium,Pending Customer Response,Email,Battery life,Japan,30,0.0
3620,Product inquiry,Critical,Pending Customer Response,Email,Network problem,India,30,0.0
3621,Cancellation request,Medium,Pending Customer Response,Social media,Refund request,UK,30,0.0
3622,Technical issue,High,Closed,Phone,Product setup,USA,30,3.0
3623,Refund request,Low,Open,Email,Network problem,India,30,0.0
3624,Cancellation request,Medium,Closed,Chat,Network problem,India,30,3.0
3625,Product inquiry,High,Open,Social media,Installation support,USA,30,0.0
3626,Billing inquiry,Critical,Open,Phone,Product setup,USA,30,0.0
3627,Technical issue,High,Pending Customer Response,Social media,Data loss,Germany,30,0.0
3628,Refund request,High,Closed,Chat,Account access,UK,30,5.0
3629,Cancellation request,Critical,Open,Social media,Installation support,USA,30,0.0
3630,Refund request,High,Open,Phone,Product compatibility,Other,30,0.0
3631,Refund request,High,Pending Customer Response,Email,Peripheral compatibility,Germany,30,0.0
3632,Cancellation request,Critical,Pending Customer Response,Email,Refund request,UK,30,0.0
3633,Cancellation request,High,Open,Chat,Software bug,Other,30,0.0
3634,Cancellation request,Medium,Pending Customer Response,Phone,Payment issue,UK,30,0.0
3635,Product inquiry,Critical,Closed,Email,Delivery problem,Other,30,3.0
3636,Cancellation request,Medium,Open,Email,Product setup,USA,30,0.0
3637,Billing inquiry,Low,Closed,Email,Refund request,UK,30,1.0
3638,Technical issue,Critical,Open,Social media,Delivery problem,Other,30,0.0
3639,Product inquiry,Medium,Pending Customer Response,Phone,Data loss,Germany,30,0.0
3640,Refund request,Critical,Pending Customer Response,Chat,Peripheral compatibility,Germany,30,0.0
3641,Refund request,Critical,Open,Social media,Battery life,Japan,30,0.0
3642,Cancellation request,Critical,Pending Customer Response,Email,Product compatibility,Other,30,0.0
3643,Refund request,Low,Pending Customer Response,Social media,Network problem,India,30,0.0
3644,Cancellation request,Low,Open,Social media,Display issue,Other,30,0.0
3645,Cancellation request,Medium,Open,Email,Product recommendation,Other,30,0.0
3646,Product inquiry,Low,Closed,Social media,Payment issue,UK,30,3.0
3647,Product inquiry,Critical,Pending Customer Response,Phone,Refund request,UK,30,0.0
3648,Billing inquiry,Medium,Open,Chat,Software bug,Other,30,0.0
3649,Cancellation request,High,Closed,Chat,Peripheral compatibility,Germany,30,3.0
3650,Cancellation request,Medium,Closed,Chat,Installation support,USA,30,5.0
3651,Product inquiry,Medium,Pending Customer Response,Social media,Display issue,Other,30,0.0
3652,Refund request,Low,Closed,Email,Display issue,Other,30,2.0
3653,Product inquiry,Medium,Closed,Phone,Data loss,Germany,30,5.0
3654,Technical issue,Low,Open,Phone,Hardware issue,Other,30,0.0
3655,Billing inquiry,Medium,Closed,Chat,Delivery problem,Other,30,3.0
3656,Technical issue,Medium,Pending Customer Response,Email,Network problem,India,30,0.0
3657,Technical issue,High,Closed,Chat,Data loss,Germany,30,3.0
3658,Product inquiry,Low,Closed,Phone,Product compatibility,Other,30,1.0
3659,Technical issue,Medium,Pending Customer Response,Chat,Hardware issue,Other,30,0.0
3660,Refund request,High,Open,Phone,Display issue,Other,30,0.0
3661,Product inquiry,Critical,Open,Social media,Product setup,USA,30,0.0
3662,Technical issue,Critical,Open,Chat,Product recommendation,Other,30,0.0
3663,Technical issue,Critical,Pending Customer Response,Chat,Peripheral compatibility,Germany,30,0.0
3664,Refund request,Medium,Open,Email,Peripheral compatibility,Germany,30,0.0
3665,Cancellation request,High,Pending Customer Response,Phone,Delivery problem,Other,30,0.0
3666,Refund request,High,Open,Email,Data loss,Germany,30,0.0
3667,Refund request,Critical,Open,Chat,Installation support,USA,30,0.0
3668,Product inquiry,Critical,Closed,Social media,Network problem,India,30,3.0
3669,Refund request,Low,Closed,Social media,Delivery problem,Other,30,2.0
3670,Technical issue,High,Open,Social media,Software bug,Other,30,0.0
3671,Refund request,Medium,Pending Customer Response,Chat,Delivery problem,Other,30,0.0
3672,Cancellation request,Low,Pending Customer Response,Social media,Hardware issue,Other,30,0.0
3673,Billing inquiry,Critical,Closed,Phone,Account access,UK,30,5.0
3674,Refund request,Critical,Closed,Email,Battery life,Japan,30,4.0
3675,Refund request,High,Closed,Social media,Battery life,Japan,30,3.0
3676,Cancellation request,Medium,Closed,Social media,Delivery problem,Other,30,4.0
3677,Billing inquiry,Low,Open,Chat,Account access,UK,30,0.0
3678,Cancellation request,High,Pending Customer Response,Phone,Battery life,Japan,30,0.0
3679,Billing inquiry,High,Pending Customer Response,Email,Battery life,Japan,30,0.0
3680,Cancellation request,Medium,Open,Chat,Software bug,Other,30,0.0
3681,Technical issue,Critical,Closed,Email,Product setup,USA,30,1.0
3682,Billing inquiry,Critical,Closed,Phone,Display issue,Other,30,4.0
3683,Product inquiry,High,Pending Customer Response,Email,Cancellation request,Other,30,0.0
3684,Billing inquiry,Medium,Open,Email,Hardware issue,Other,30,0.0
3685,Cancellation request,Critical,Pending Customer Response,Chat,Network problem,India,30,0.0
3686,Technical issue,Critical,Open,Chat,Product setup,USA,30,0.0
3687,Refund request,Medium,Pending Customer Response,Social media,Peripheral compatibility,Germany,30,0.0
3688,Refund request,High,Open,Social media,Payment issue,UK,30,0.0
3689,Billing inquiry,Critical,Open,Chat,Account access,UK,30,0.0
3690,Refund request,Low,Open,Chat,Product recommendation,Other,30,0.0
3691,Cancellation request,Medium,Open,Chat,Payment issue,UK,30,0.0
3692,Product inquiry,Medium,Open,Phone,Battery life,Japan,30,0.0
3693,Product inquiry,Low,Closed,Email,Data loss,Germany,30,3.0
3694,Technical issue,Medium,Pending Customer Response,Chat,Delivery problem,Other,30,0.0
3695,Product inquiry,Critical,Closed,Chat,Battery life,Japan,30,5.0
3696,Technical issue,High,Open,Email,Peripheral compatibility,Germany,30,0.0
3697,Product inquiry,Critical,Pending Customer Response,Phone,Battery life,Japan,30,0.0
3698,Technical issue,Medium,Closed,Social media,Payment issue,UK,30,2.0
3699,Cancellation request,Low,Open,Phone,Peripheral compatibility,Germany,30,0.0
3700,Cancellation request,Critical,Pending Customer Response,Social media,Product compatibility,Other,30,0.0
3701,Product inquiry,High,Closed,Email,Account access,UK,30,5.0
3702,Technical issue,Critical,Closed,Phone,Product recommendation,Other,30,5.0
3703,Refund request,Critical,Pending Customer Response,Phone,Product setup,USA,30,0.0
3704,Refund request,Low,Pending Customer Response,Social media,Payment issue,UK,30,0.0
3705,Product inquiry,Low,Open,Social media,Payment issue,UK,30,0.0
3706,Product inquiry,High,Pending Customer Response,Phone,Refund request,UK,30,0.0
3707,Technical issue,Critical,Open,Phone,Installation support,USA,30,0.0
3708,Cancellation request,Low,Closed,Chat,Account access,UK,30,3.0
3709,Billing inquiry,Medium,Open,Email,Delivery problem,Other,30,0.0
3710,Cancellation request,Medium,Closed,Email,Cancellation request,Other,30,3.0
3711,Cancellation request,Critical,Open,Chat,Product recommendation,Other,30,0.0
3712,Refund request,Low,Open,Social media,Cancellation request,Other,30,0.0
3713,Product inquiry,High,Pending Customer Response,Email,Delivery problem,Other,30,0.0
3714,Cancellation request,Medium,Pending Customer Response,Phone,Delivery problem,Other,30,0.0
3715,Billing inquiry,Low,Open,Email,Delivery problem,Other,30,0.0
3716,Billing inquiry,Critical,Pending Customer Response,Social media,Data loss,Germany,30,0.0
3717,Cancellation request,High,Open,Email,Cancellation request,Other,30,0.0
3718,Billing inquiry,Critical,Open,Email,Installation support,USA,30,0.0
3719,Refund request,Medium,Open,Social media,Data loss,Germany,30,0.0
3720,Cancellation request,Critical,Closed,Phone,Network problem,India,30,3.0
3721,Product inquiry,Critical,Open,Social media,Software bug,Other,30,0.0
3722,Product inquiry,Medium,Closed,Email,Software bug,Other,30,4.0
3723,Technical issue,Critical,Open,Social media,Peripheral compatibility,Germany,30,0.0
3724,Product inquiry,Medium,Open,Chat,Peripheral compatibility,Germany,30,0.0
3725,Cancellation request,High,Pending Customer Response,Email,Product recommendation,Other,30,0.0
3726,Billing inquiry,High,Pending Customer Response,Chat,Battery life,Japan,30,0.0
3727,Technical issue,Medium,Closed,Email,Payment issue,UK,30,3.0
3728,Billing inquiry,Medium,Closed,Chat,Account access,UK,30,3.0
3729,Technical issue,High,Open,Chat,Software bug,Other,30,0.0
3730,Technical issue,Critical,Pending Customer Response,Phone,Product recommendation,Other,30,0.0
3731,Technical issue,Critical,Pending Customer Response,Social media,Product compatibility,Other,30,0.0
3732,Billing inquiry,Critical,Closed,Social media,Account access,UK,30,3.0
3733,Product inquiry,Medium,Pending Customer Response,Email,Software bug,Other,30,0.0
3734,Product inquiry,Low,Pending Customer Response,Phone,Hardware issue,Other,30,0.0
3735,Technical issue,Low,Pending Customer Response,Email,Data loss,Germany,30,0.0
3736,Billing inquiry,Medium,Pending Customer Response,Social media,Battery life,Japan,30,0.0
3737,Refund request,Medium,Open,Social media,Product setup,USA,30,0.0
3738,Cancellation request,Critical,Open,Social media,Cancellation request,Other,30,0.0
3739,Product inquiry,Low,Closed,Email,Battery life,Japan,30,1.0
3740,Billing inquiry,Medium,Pending Customer Response,Phone,Payment issue,UK,30,0.0
3741,Cancellation request,Critical,Pending Customer Response,Social media,Battery life,Japan,30,0.0
3742,Product inquiry,Low,Open,Chat,Network problem,India,30,0.0
3743,Technical issue,Critical,Pending Customer Response,Phone,Hardware issue,Other,30,0.0
3744,Refund request,Low,Closed,Chat,Hardware issue,Other,30,3.0
3745,Cancellation request,Low,Closed,Phone,Product compatibility,Other,30,3.0
3746,Billing inquiry,Critical,Pending Customer Response,Social media,Payment issue,UK,30,0.0
3747,Product inquiry,Low,Open,Chat,Delivery problem,Other,30,0.0
3748,Product inquiry,High,Closed,Phone,Product compatibility,Other,30,2.0
3749,Billing inquiry,High,Pending Customer Response,Email,Hardware issue,Other,30,0.0
3750,Cancellation request,Critical,Closed,Email,Product recommendation,Other,30,5.0
3751,Billing inquiry,Critical,Closed,Social media,Network problem,India,30,1.0
3752,Refund request,Critical,Pending Customer Response,Chat,Delivery problem,Other,30,0.0
3753,Cancellation request,Critical,Pending Customer Response,Social media,Installation support,USA,30,0.0
3754,Technical issue,High,Open,Social media,Cancellation request,Other,30,0.0
3755,Technical issue,Low,Pending Customer Response,Social media,Product setup,USA,30,0.0
3756,Billing inquiry,High,Pending Customer Response,Chat,Peripheral compatibility,Germany,30,0.0
3757,Billing inquiry,Medium,Open,Phone,Data loss,Germany,30,0.0
3758,Billing inquiry,High,Pending Customer Response,Email,Battery life,Japan,30,0.0
3759,Refund request,Critical,Pending Customer Response,Chat,Payment issue,UK,30,0.0
3760,Billing inquiry,Critical,Closed,Email,Product compatibility,Other,30,4.0
3761,Billing inquiry,Critical,Pending Customer Response,Chat,Product setup,USA,30,0.0
3762,Billing inquiry,High,Open,Social media,Account access,UK,30,0.0
3763,Technical issue,High,Closed,Phone,Data loss,Germany,30,1.0
3764,Billing inquiry,Critical,Open,Chat,Hardware issue,Other,30,0.0
3765,Technical issue,Critical,Pending Customer Response,Chat,Data loss,Germany,30,0.0
3766,Billing inquiry,Medium,Closed,Social media,Cancellation request,Other,30,2.0
3767,Cancellation request,Low,Open,Phone,Refund request,UK,30,0.0
3768,Billing inquiry,Medium,Pending Customer Response,Chat,Software bug,Other,30,0.0
3769,Technical issue,High,Open,Phone,Data loss,Germany,30,0.0
3770,Refund request,High,Closed,Chat,Hardware issue,Other,30,3.0
3771,Technical issue,High,Closed,Email,Product setup,USA,30,2.0
3772,Cancellation request,Medium,Pending Customer Response,Chat,Peripheral compatibility,Germany,30,0.0
3773,Billing inquiry,High,Closed,Chat,Delivery problem,Other,30,5.0
3774,Product inquiry,Medium,Closed,Social media,Product setup,USA,30,2.0
3775,Cancellation request,High,Pending Customer Response,Social media,Cancellation request,Other,30,0.0
3776,Refund request,High,Open,Phone,Product compatibility,Other,30,0.0
3777,Product inquiry,High,Open,Social media,Refund request,UK,30,0.0
3778,Cancellation request,High,Open,Email,Account access,UK,30,0.0
3779,Billing inquiry,High,Open,Email,Account access,UK,30,0.0
3780,Technical issue,Low,Open,Email,Refund request,UK,30,0.0
3781,Technical issue,Low,Pending Customer Response,Chat,Software bug,Other,30,0.0
3782,Billing inquiry,Medium,Closed,Email,Product compatibility,Other,30,3.0
3783,Cancellation request,Low,Open,Social media,Product compatibility,Other,30,0.0
3784,Billing inquiry,Medium,Pending Customer Response,Chat,Refund request,UK,30,0.0
3785,Product inquiry,High,Pending Customer Response,Social media,Peripheral compatibility,Germany,30,0.0
3786,Product inquiry,Critical,Open,Phone,Network problem,India,30,0.0
3787,Product inquiry,Medium,Closed,Social media,Battery life,Japan,30,2.0
3788,Product inquiry,Low,Pending Customer Response,Email,Product setup,USA,30,0.0
3789,Cancellation request,Medium,Closed,Chat,Cancellation request,Other,30,4.0
3790,Product inquiry,Low,Closed,Chat,Battery life,Japan,30,2.0
3791,Cancellation request,Critical,Closed,Email,Delivery problem,Other,30,4.0
3792,Refund request,Low,Open,Social media,Cancellation request,Other,30,0.0
3793,Refund request,High,Closed,Social media,Network problem,India,30,3.0
3794,Cancellation request,High,Open,Email,Data loss,Germany,30,0.0
3795,Product inquiry,Low,Closed,Phone,Product recommendation,Other,30,1.0
3796,Billing inquiry,Medium,Closed,Chat,Product setup,USA,30,1.0
3797,Product inquiry,Low,Open,Phone,Refund request,UK,30,0.0
3798,Refund request,Medium,Open,Chat,Product compatibility,Other,30,0.0
3799,Cancellation request,Low,Closed,Chat,Product recommendation,Other,30,2.0
3800,Product inquiry,High,Closed,Email,Display issue,Other,30,4.0
3801,Billing inquiry,Critical,Pending Customer Response,Chat,Software bug,Other,30,0.0
3802,Refund request,High,Open,Chat,Network problem,India,30,0.0
3803,Refund request,Low,Pending Customer Response,Email,Hardware issue,Other,30,0.0
3804,Product inquiry,Critical,Pending Customer Response,Email,Data loss,Germany,30,0.0
3805,Technical issue,Critical,Pending Customer Response,Phone,Data loss,Germany,30,0.0
3806,Billing inquiry,Low,Closed,Social media,Installation support,USA,30,1.0
3807,Product inquiry,High,Pending Customer Response,Phone,Cancellation request,Other,30,0.0
3808,Cancellation request,Critical,Open,Email,Installation support,USA,30,0.0
3809,Cancellation request,Critical,Pending Customer Response,Email,Product recommendation,Other,30,0.0
3810,Cancellation request,Critical,Open,Email,Data loss,Germany,30,0.0
3811,Product inquiry,Critical,Closed,Social media,Cancellation request,Other,30,1.0
3812,Product inquiry,Critical,Open,Social media,Installation support,USA,30,0.0
3813,Billing inquiry,High,Open,Phone,Product recommendation,Other,30,0.0
3814,Cancellation request,Critical,Pending Customer Response,Social media,Display issue,Other,30,0.0
3815,Billing inquiry,Critical,Open,Chat,Product recommendation,Other,30,0.0
3816,Product inquiry,High,Closed,Chat,Delivery problem,Other,30,1.0
3817,Product inquiry,Medium,Open,Email,Product compatibility,Other,30,0.0
3818,Refund request,High,Pending Customer Response,Chat,Peripheral compatibility,Germany,30,0.0
3819,Technical issue,Critical,Pending Customer Response,Chat,Peripheral compatibility,Germany,30,0.0
3820,Billing inquiry,High,Closed,Phone,Delivery problem,Other,30,2.0
3821,Cancellation request,High,Open,Chat,Refund request,UK,30,0.0
3822,Cancellation request,Low,Closed,Chat,Installation support,USA,30,3.0
3823,Refund request,Critical,Open,Phone,Hardware issue,Other,30,0.0
3824,Billing inquiry,Low,Open,Social media,Product recommendation,Other,30,0.0
3825,Technical issue,Low,Closed,Phone,Battery life,Japan,30,2.0
3826,Refund request,Critical,Open,Chat,Product compatibility,Other,30,0.0
3827,Billing inquiry,Critical,Closed,Chat,Product compatibility,Other,30,3.0
3828,Refund request,High,Closed,Phone,Display issue,Other,30,3.0
3829,Refund request,Medium,Pending Customer Response,Social media,Software bug,Other,30,0.0
3830,Billing inquiry,High,Closed,Email,Product compatibility,Other,30,5.0
3831,Billing inquiry,Low,Closed,Chat,Display issue,Other,30,5.0
3832,Technical issue,High,Open,Social media,Payment issue,UK,30,0.0
3833,Cancellation request,Medium,Closed,Chat,Account access,UK,30,2.0
3834,Product inquiry,Critical,Closed,Phone,Display issue,Other,30,1.0
3835,Refund request,Low,Closed,Phone,Product compatibility,Other,30,3.0
3836,Technical issue,Critical,Pending Customer Response,Chat,Cancellation request,Other,30,0.0
3837,Refund request,Medium,Closed,Email,Refund request,UK,30,2.0
3838,Refund request,High,Open,Chat,Product compatibility,Other,30,0.0
3839,Billing inquiry,High,Open,Social media,Payment issue,UK,30,0.0
3840,Technical issue,Low,Pending Customer Response,Chat,Delivery problem,Other,30,0.0
3841,Product inquiry,High,Pending Customer Response,Phone,Software bug,Other,30,0.0
3842,Billing inquiry,Critical,Pending Customer Response,Social media,Account access,UK,30,0.0
3843,Billing inquiry,High,Open,Email,Data loss,Germany,30,0.0
